«H¥ô - §Ú¬Û«H¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync¬O¥i¥H«H¿àªº(trustworthy)¡C,«H¥ô - §Ú¬Û«H¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync¬O¥i¾aªº(reliable)¡C,«H¥ô - ¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync¥i¥H³Q«H¥ô¡A¨S¦³¤Ó¦h¤£½T©w©Ê¡C,®Ä¯à´Á±æ - Bot Sync±N«K§Q¦UºØ¸ê°Tªº¨Ï¥Î¡C,®Ä¯à´Á±æ - Bot Sync±N´£¨Ñ¦³§U©ó¨Mµ¦ªº¸ê°T¡C,®Ä¯à´Á±æ - Bot Sync±N¦³§U©ó´£¤ÉºÞ²zÁZ®Ä¡C,§V¤O´Á±æ - §ÚÄ@·N¹Á¸Õ±Ä¥Î(¹ê¬I)Bot Sync¡C,§V¤O´Á±æ - §ÚÄ@·N¾Ç²ß±Ä¥Î(¹ê¬I)Bot Sync¡C,§V¤O´Á±æ - §ÚÄ@·N±µ¨ü°ö°V¥H±Ä¥Î(¹ê¬I)Bot Sync¡C,ªÀ·|¼vÅT - Bot Syncªº¨Ï¥Î¡A¯à´£¤É¦Û§Ú§Î¶H©ÎªÀ·|¦a¦ì¡C,ªÀ·|¼vÅT - ·|¦]¬°¹ï¦Û¤v­«­nªº¤H±ÀÂË¡A¨Ï¥ÎBot Sync¡C,ªÀ·|¼vÅT - ¦b²{¤µªÀ·|Àô¹Ò¤¤¡ABot Syncªº¨Ï¥Î©úÅã¼W¥[¡C,«P¦¨±ø¥ó - §Ú»{¬°§Ú­Ì¤½¥q¨ã³Æ¹ê¬IBot Sync©Ò»Ýªºª¾ÃÑ¡C,«P¦¨±ø¥ó - §Ú»{¬°§Ú­Ì¤½¥q¨ã³Æ¹ê¬IBot Sync©Ò»Ýªº¸ê·½¡C,«P¦¨±ø¥ó - §Ú»{¬°§Ú­Ì¤½¥q¤w¸g·Ç³Æ¦n¹ê¬IBot Sync¡C,§Þ³NÀô¹Ò - §Ú»{¬°§Ú­Ì¤½¥q¾Ö¦³¾A¦XBot Syncªº§Þ³NÀô¹Ò¡C,§Þ³NÀô¹Ò - §Ú»{¬°§Ú­Ì¤½¥q¦³¯à¤O¹ê¬IBot Sync¡C,§Þ³NÀô¹Ò - §Ú»{¬°§Ú­Ì¤½¥q¯à°÷¾Ç²ß¨Ï¥ÎBot Sync¡C,²ÕÂ´Àô¹Ò - §Ú»{¬°ºÞ²z¼h¹ï±Ä¥ÎBot Sync«Ü·P¿³½ì¡C,²ÕÂ´Àô¹Ò - §Ú»{¬°ºÞ²z¼h·Pª¾±Ä¥ÎBot Sync¬O¥²­nªº¡C,²ÕÂ´Àô¹Ò - §Ú»{¬°§Ú­Ì¤½¥q¾Ö¦³¾A·íªº¤H¤O¸ê·½¨Ó±Ä¥Î¡]¹ê¬I¡^Bot Sync¡C,Àô¹Ò­I´º - §Ú»{¬°§Ú­Ìªº°Ó·~¹Ù¦ñ·|Ä@·N±Ä¥ÎBot Sync¡C,Àô¹Ò­I´º - §Ú»{¬°§Ú­Ìªº°Ó·~¹Ù¦ñ·|­n¨D±Ä¥ÎBot Sync¡C,Àô¹Ò­I´º - §Ú»{¬°¦pªG¤£±Ä¥ÎBot Sync¡A§Úªº¤½¥q±N­±Á{Ävª§¦H¶Õ¡C,Àô¹Ò­I´º - §Ú»{¬°±Ä¥ÎBot Sync±N¼W¥[¶W¶VÄvª§¹ï¤âªº¯à¤O¡C,Àô¹Ò­I´º - §Ú»{¬°§Ú©Ò¦bªº¦æ·~§O·|Ä@·N±Ä¥ÎBot Sync¡C,ºA«× - ±Ä¥Î¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync°µ¬°(¤u§@/¥Í¬¡¤W)ªº§U¤â¡A¬O¤@­Ó¦n¥D·N¡C,ºA«× - ±Ä¥Î¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync°µ¬°(¤u§@/¥Í¬¡¤W)ªº§U¤â¡A¬O¤@­Ó©ú´¼ªº·Qªk¡C,ºA«× - §ÚÄ@·N¨Ï¥Î¥H¤H¤u´¼¯à¬°°òÂ¦ªºBot Sync¡A°µ¬°(¤u§@/¥Í¬¡¤W)ªº§U¤â¡C,¨Ï¥Î·N¦V - §Ú¥´ºâ¦b¥¼¨Ó¨Ï¥ÎBot Sync¡C,¨Ï¥Î·N¦V - §Ú·|±ÀÂË¨ä¥L¤H¨Ï¥ÎBot Sync¡C,¨Ï¥Î·N¦V - ±N¨Ó§Ú·|¸g±`¨Ï¥ÎBot Sync¡C,©Ê§O,¦~ÄÖ,±Ð¨|µ{«×,¤½¥q­û¤u¼Æ,¸ê°T­I´º½Õ¬d,Â¾¯Å½Õ¬d,¤u§@¦~¸ê,¶ñµª®É¶¡,¶ñµª¬í¼Æ,SAME,Short
5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,4,4,4,4,4,4,3,5,5,5,4,4,4,2,1,2,4,2,1,1,2023/10/9 10:52,318,not,True
2,4,1,4,4,4,3,4,2,4,2,4,1,1,1,2,2,2,2,3,2,3,3,4,3,2,2,2,2,3,1,3,2,1,2,1,2,1,1,2023/10/9 16:10,2611,not,True
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,2,4,2,1,2,2,5,2023/10/9 20:50,244,not,True
3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,1,2,2,2023/10/9 21:41,95,not,True
3,3,2,4,3,4,4,4,4,2,2,3,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,2,2,2,4,2,1,2,2023/10/9 22:07,705,not,True
4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,1,2,1,3,2023/10/9 22:22,273,not,True
3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,5,2,2,2,2,2,3,3,2023/10/10 01:47,80,not,False
4,4,4,5,5,5,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,4,3,5,5,4,4,4,4,1,4,2,5,1,2,5,2023/10/10 07:20,480,not,True
4,3,2,4,3,4,4,5,4,3,4,4,3,2,2,2,2,4,3,3,2,3,3,4,4,3,4,4,4,3,3,3,2,1,2,5,2,1,2,2023/10/19 12:54,411,not,True
3,4,3,4,4,4,4,5,5,4,4,5,2,2,2,2,2,2,3,2,1,4,3,4,4,2,5,5,5,5,4,5,1,1,3,4,2,1,1,2023/10/19 15:13,244,not,True
3,3,4,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,2,2,2,1,1,2,2,2023/10/19 16:41,1446,not,True
4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,1,2,3,5,2023/10/19 17:22,170,not,True
4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,2,2,2,2,2,1,1,2023/10/20 08:39,290,not,True
3,3,4,5,5,5,5,5,5,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,3,5,1,1,1,2023/10/20 08:55,93,not,True
5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,4,4,5,4,4,5,5,5,4,4,4,2,1,3,2,1,1,1,2023/10/21 15:58,46,not,False
3,3,4,4,5,3,4,4,4,3,4,5,3,3,3,4,4,4,4,3,3,4,4,5,4,4,4,4,5,4,4,4,1,2,4,4,1,2,1,2023/10/22 11:38,196,not,True
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,2,2,2,2,2023/10/23 15:21,97,same,True
3,4,2,3,4,5,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,4,4,1,1,2,4,1,1,1,2023/10/23 21:16,138,not,True
4,4,3,4,5,4,4,4,3,3,4,4,2,2,2,2,3,3,3,3,2,4,3,3,4,2,4,4,4,4,3,3,2,1,2,2,1,1,1,2023/10/23 21:25,306,not,True
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,4,3,2023/10/24 00:24,106,same,True
4,5,4,5,5,5,5,5,5,4,5,5,4,4,3,3,4,5,4,4,3,4,3,4,5,4,5,5,5,4,4,5,1,4,2,1,2,4,5,2023/10/24 01:11,694,not,True
4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,3,2,2,1,3,4,2,2,1,2023/10/24 09:14,152,not,True
3,3,3,4,4,4,4,4,4,3,4,4,3,3,2,2,2,3,3,4,2,4,3,1,2,2,4,4,4,4,3,3,2,1,2,5,2,2,2,2023/10/24 09:33,754,not,True
4,4,2,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,2,4,4,4,4,4,3,4,4,2,1,2,1,2,1,1,2023/10/24 10:41,261,not,True
4,3,3,4,4,4,4,4,4,3,4,3,3,2,2,3,2,3,4,4,2,3,3,4,4,3,4,4,3,4,4,3,2,2,2,1,1,1,2,2023/10/24 11:47,758,not,True
4,4,4,5,4,4,4,4,4,3,4,2,2,2,2,3,3,4,4,2,2,3,3,2,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2023/10/24 16:29,217,not,True
3,3,2,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,5,5,3,5,5,4,4,4,4,1,3,3,4,1,3,5,2023/10/25 22:01,276,not,True
3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,1,3,4,1,1,4,4,2023/10/25 23:06,378,not,True
2,3,4,3,2,3,3,4,4,2,3,2,2,2,2,2,2,2,2,3,3,2,3,4,4,3,4,4,4,3,3,3,1,1,2,1,1,1,1,2023/10/29 16:26,1730,not,True
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,1,2023/11/15 15:15,111,same,True
3,3,3,3,3,4,5,5,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,4,5,1,2,3,1,2,1,3,2023/11/15 22:00,150,not,True
2,2,1,5,5,5,4,4,4,4,4,4,4,4,3,4,5,4,5,4,4,2,3,4,4,4,4,4,4,4,4,4,2,1,2,1,1,2,1,2023/11/16 11:32,298,not,True
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2023/11/16 14:22,251,same,True
4,4,3,5,5,5,4,5,5,4,4,2,4,5,1,3,4,3,2,3,4,3,2,3,4,2,4,4,4,5,3,4,1,2,3,5,1,1,1,2023/11/16 14:43,256,not,True
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,1,1,2,2023/11/16 14:44,296,same,True
4,4,2,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,1,1,3,1,1,1,1,2023/11/16 14:53,90,not,True
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,1,1,4,2023/11/16 15:41,1470,same,True
4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,2,2,3,1,3,2,2023/11/16 20:13,43,not,False
4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,1,1,2,2,1,3,3,2023/11/16 20:17,39,not,False
3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,2,1,3,1,1,1,1,2023/11/16 21:02,122,not,True
3,4,3,3,4,5,4,4,4,4,5,4,4,3,3,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,5,2,4,2,1,2,2,5,2023/11/16 21:29,143,not,True
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,4,5,2023/11/16 22:12,514,same,True
4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,1,2023/11/16 22:37,339,not,True
4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,2,5,2,3,5,2023/11/16 23:15,320,not,True
4,2,4,3,3,3,3,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,1,4,3,2,1,2,1,2023/11/17 08:01,277,not,True
4,4,3,4,4,4,4,4,4,3,3,3,2,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,1,3,3,1,1,3,4,2023/11/17 09:33,278,not,True
3,3,2,4,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,2,2,3,4,4,4,4,3,3,3,2,1,2,5,2,1,1,2023/11/17 10:34,345,not,True
4,4,3,4,4,3,4,4,4,3,4,2,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,2,1,3,5,2,1,1,2023/11/17 10:48,724,not,True
3,3,2,4,4,4,3,3,3,3,3,2,4,2,2,3,2,4,4,3,2,3,3,3,3,2,3,4,4,3,4,3,1,4,3,5,1,3,5,2023/11/17 14:11,838,not,True
3,3,3,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,2,3,2,1,2,1,1,1,1,2023/11/17 16:02,573,not,True
4,4,4,5,5,5,5,5,5,5,5,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,5,5,4,4,4,3,2,2,3,5,1,1,3,2023/11/17 17:22,589,not,True
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,4,2,2023/11/17 21:07,170,same,True
3,3,3,4,4,4,3,3,3,4,4,3,4,3,3,4,3,4,3,3,3,3,3,2,2,3,5,4,3,3,3,3,1,4,2,4,1,2,5,2023/11/17 22:24,411,not,True
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,2,1,5,2023/11/17 23:57,143,same,True
3,3,3,4,4,3,4,4,4,3,3,3,2,4,2,2,2,3,3,2,2,3,3,3,3,3,4,3,4,3,3,3,1,3,3,4,1,3,5,2023/11/18 00:02,318,not,True
5,5,5,5,5,5,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,1,1,1,3,2,5,1,1,5,2023/11/18 09:24,438,not,True
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,3,5,2,2,5,2023/11/18 10:11,1192,not,True
4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,3,3,4,5,4,4,5,4,3,5,4,4,4,4,4,1,1,2,1,2,1,1,2023/11/18 17:58,58,not,False
5,5,5,5,4,4,5,5,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,1,4,2,5,1,1,5,2023/11/18 18:07,367,not,True
4,4,2,2,2,1,3,3,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,4,3,2023/11/18 19:44,76,not,False
3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,1,4,4,2023/11/18 20:32,1036,not,True
5,5,2,5,4,3,4,4,4,4,4,3,1,1,1,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,3,1,1,2,1,1,3,1,2023/11/18 20:38,234,not,True
5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,1,4,2,4,1,1,5,2023/11/18 22:27,3854,not,True
4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,2,3,2,1,2,1,2,2023/11/18 22:52,1037,not,True
4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,2,2,2,1,2,1,1,2023/11/18 23:06,151,not,True
4,4,3,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,2,3,2,3,3,3,4,3,4,4,4,3,3,3,1,2,3,2,1,1,2,2023/11/19 00:14,176,not,True
3,3,2,4,5,5,3,3,3,3,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,3,2,1,1,4,5,2023/11/19 08:47,149,not,True
4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,1,3,2,1,1,1,4,2023/11/19 09:48,305,not,True
3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,2,3,5,2,4,2,2023/11/19 11:33,1074,not,True
5,5,5,5,5,5,5,5,3,3,3,5,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,2,1,2,4,3,2023/11/19 11:59,296,not,True
4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,2,2023/11/19 12:14,141,not,True
4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,4,4,2,3,3,3,4,2,4,4,4,3,3,3,1,2,2,5,2,2,2,2023/11/19 15:42,444,not,True
3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,5,5,5,3,4,3,4,4,5,1,2,3,1,1,2,2,2023/11/19 15:59,111,not,True
4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,1,2,3,4,1,1,2,2023/11/19 16:12,645,not,True
4,4,4,5,5,5,5,5,5,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,1,3,4,3,2,1,3,2023/11/19 17:46,246,not,True
4,4,2,5,5,5,4,4,3,2,4,5,4,4,3,4,4,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,1,3,3,5,1,3,4,2023/11/19 20:43,689,not,True
4,4,3,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,4,1,3,2,5,1,2,4,2023/11/19 21:33,167,not,True
3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1,2,3,1,1,2,3,2023/11/19 22:57,268,not,True
4,5,3,5,5,4,5,5,5,5,5,5,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,5,5,5,1,4,3,2,1,3,5,2023/11/19 23:35,148,not,True
4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,3,3,4,5,4,3,3,3,4,4,4,4,4,4,4,3,4,1,2,2,1,2,4,5,2023/11/20 00:38,574,not,True
4,4,3,4,4,4,4,4,4,3,4,3,3,5,3,5,5,3,2,5,4,4,3,3,3,4,4,4,4,4,4,4,1,1,3,5,2,1,1,2023/11/20 07:29,386,not,True
4,3,4,4,3,5,3,5,4,5,4,3,2,3,1,2,1,3,2,3,1,3,2,1,4,2,3,4,3,3,2,3,2,4,1,1,2,1,5,2023/11/20 12:43,515,not,True
3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,4,4,4,3,3,2,1,2,4,1,2,1,3,2023/11/20 13:57,114,not,True
4,4,3,3,4,5,4,3,3,3,3,2,2,2,2,3,2,2,3,2,4,3,3,2,2,3,4,4,3,3,3,4,1,4,3,2,2,1,5,2023/11/20 15:23,538,not,True
3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,3,3,5,3,4,5,4,5,5,5,5,5,3,1,1,3,2,1,2,1,2023/11/20 15:31,325,not,True
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,3,4,1,1,2,2023/11/20 16:22,87,not,False
5,4,3,5,4,4,5,5,5,4,5,4,4,5,3,5,5,5,4,3,4,4,3,2,5,5,5,5,5,5,5,4,2,1,3,5,2,1,1,2023/11/20 16:41,546,not,True
4,4,4,5,4,3,4,4,4,3,5,5,4,4,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,2,1,3,1,2,1,1,2023/11/20 18:41,106,not,True
3,3,2,4,3,4,3,3,3,2,3,4,3,2,2,3,1,1,3,3,4,3,2,2,3,2,4,3,4,3,3,2,2,1,2,1,2,1,1,2023/11/20 18:57,621,not,True
4,4,4,3,4,4,5,4,2,3,3,4,3,3,4,3,5,5,1,1,3,3,3,3,4,2,4,4,5,2,3,2,1,2,3,5,1,1,2,2023/11/20 20:08,136,not,True
4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,3,4,3,1,4,1,1,2,4,5,2023/11/21 12:05,631,not,True
3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,1,2023/11/21 14:21,201,not,True
4,3,3,5,4,4,4,5,5,4,4,3,2,3,1,2,1,1,4,5,1,3,1,4,3,2,5,5,5,5,4,5,1,4,2,1,2,4,5,2023/11/21 16:53,275,not,True
4,4,4,4,3,4,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,2,3,2,1,2,1,2,2023/11/21 17:21,745,not,True
4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,3,4,1,1,3,5,2023/11/21 19:59,3322,not,True
3,3,4,4,4,4,4,5,5,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,2,2,2,2,2,3,3,2023/11/21 22:22,163,not,True
4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,2,1,4,4,2023/11/22 10:07,4748,not,True
3,3,3,4,4,3,4,4,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,2,3,3,4,3,4,3,3,3,2,1,2,2,1,1,1,2023/11/22 10:50,145,not,True
2,2,3,4,3,4,4,4,4,2,3,4,3,3,3,4,4,4,2,4,4,4,2,4,3,3,4,4,3,4,3,4,1,1,2,1,1,1,1,2023/11/22 12:54,109,not,True
4,4,4,5,4,4,4,4,5,3,4,3,4,4,3,5,5,5,4,3,4,4,3,4,4,5,5,5,5,4,4,4,1,3,3,1,1,4,5,2023/11/22 13:47,252,not,True
4,4,2,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,2,2,2,5,2,1,2,2023/11/22 13:58,269,not,True
3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,3,1,4,1,2,2,1,4,2023/11/22 19:42,347,not,True
3,3,3,4,4,3,3,3,4,4,3,4,2,2,1,3,3,3,3,2,2,4,3,1,4,4,3,3,3,3,3,2,1,1,2,1,2,1,1,2023/11/22 22:26,293,not,True
4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,2,1,2,4,2,1,1,2023/11/22 22:34,730,not,True
5,5,4,4,4,5,4,4,3,3,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,3,3,3,3,2,2,2,1,2,1,2,2023/11/22 23:05,2970,not,True
5,5,3,4,4,4,4,3,3,3,3,3,3,3,4,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,2023/11/22 23:34,198,not,True
4,4,3,4,3,5,3,4,4,3,4,3,2,1,1,1,2,4,3,3,2,3,2,2,2,2,4,4,4,4,2,3,2,1,2,2,2,1,1,2023/11/23 07:25,145,not,True
4,4,2,5,4,4,4,4,4,3,4,2,4,3,3,4,4,4,4,4,3,4,2,2,3,3,4,4,4,4,4,3,2,1,3,5,1,1,1,2023/11/23 10:54,246,not,True
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,1,1,2,1,1,2023/11/23 23:52,252,not,True
